cmd,created_at,fit_points_id,fitness,hit_count,points_id,source
"bag ( XGB ( n_estimators = 50 , max_depth = 10 ) ; final_estimator = KNN )",2026-02-16T14:57:58,"(127912385412240, 127912386642640)","(0.3526785714285714,)",0,"(127912421852624, 127912421855216)",gui
bag ( GB ( learning_rate = 100 ) ; final_estimator = XGB ),2026-02-16T14:57:59,"(127912385412240, 127912386642640)","(0.59375,)",2,"(127912421852624, 127912421855216)",gui
bag ( GB ( learning_rate = 10 ) ; final_estimator = NB ),2026-02-16T14:58:00,"(127912385412240, 127912386642640)","(0.5982142857142857,)",0,"(127912421852624, 127912421855216)",gui
"vote ( RF ( n_estimators = 200 ) , NB ( var_smoothing = 1e-6 ) , XGB ( n_estimators = 10 ) , GB ( learning_rate = 0.5 ) )",2026-02-16T14:58:00,"(127912385412240, 127912386642640)","(0.3571428571428571,)",0,"(127912421852624, 127912421855216)",gui
"stack ( SVM ( C = 100 ) , GB ( n_estimators = 100 ) , GB ( n_estimators = 50 ) , XGB ( n_estimators = 10 , max_depth = 100 ) , RF ( max_depth = 200 ) , DT ( max_depth = 50 , criterion = log_loss ) )",2026-02-16T14:58:03,"(127912385412240, 127912386642640)","(0.3839285714285714,)",0,"(127912421852624, 127912421855216)",gui
"bag ( LR ( C = 0.5 , max_iter = 50 ) ; voting = soft )",2026-02-16T14:58:03,"(127912385412240, 127912386642640)","(0.3794642857142857,)",0,"(127912421852624, 127912421855216)",gui
"stack ( RF ( n_estimators = 100 ) , RF ( n_estimators = 3 ) ; voting = hard )",2026-02-16T14:58:03,"(127912385412240, 127912386642640)","(0.4017857142857143,)",0,"(127912421852624, 127912421855216)",gui
bag ( RF ( n_estimators = 10 ) ; voting = hard ),2026-02-16T14:58:03,"(127912385412240, 127912386642640)","(0.3660714285714286,)",2,"(127912421852624, 127912421855216)",gui
"bag ( GB ( n_estimators = 3 , learning_rate = 0.1 ) ; final_estimator = RF )",2026-02-16T14:58:04,"(127912385412240, 127912386642640)","(0.3571428571428571,)",0,"(127912421852624, 127912421855216)",gui
"stack ( DT ( criterion = log_loss ) , GB ( n_estimators = 50 ) , NB ( var_smoothing = 1e-6 ) , DT ( max_depth = 2 , min_samples_split = 100 ) , SVM ( C = 0.5 ) , LR ( penalty = l2 ) , RF ( n_estimators = 3 ) , NB ( var_smoothing = 1e-6 ) , LR ( C = 1.0 , max_iter = 50 ) , LR ( C = 1.0 ) , NB ( var_smoothing = 1e-9 ) ; voting = hard )",2026-02-16T14:58:04,"(127912385412240, 127912386642640)","(0.34375,)",0,"(127912421852624, 127912421855216)",gui
bag ( XGB ( n_estimators = 1 ) ; final_estimator = DT ),2026-02-16T14:58:04,"(127912385412240, 127912386642640)","(0.3705357142857143,)",3,"(127912421852624, 127912421855216)",gui
"bag ( GB ( n_estimators = 5 , learning_rate = 50 ) ; n_estimators = 200 )",2026-02-16T14:58:06,"(127912385412240, 127912386642640)","(0.6517857142857143,)",0,"(127912421852624, 127912421855216)",gui
bag ( LR ( C = 10 ) ; voting = soft ),2026-02-16T14:58:06,"(127912385412240, 127912386642640)","(0.3616071428571429,)",3,"(127912421852624, 127912421855216)",gui
stack ( XGB ( max_depth = 100 ) ),2026-02-16T14:58:07,"(127912385412240, 127912386642640)","(0.3705357142857143,)",0,"(127912421852624, 127912421855216)",gui
stack ( XGB ( max_depth = 50 ) ; voting = soft ),2026-02-16T14:58:08,"(127912385412240, 127912386642640)","(0.3705357142857143,)",0,"(127912421852624, 127912421855216)",gui
stack ( XGB ( n_estimators = 10 ) ; voting = hard ),2026-02-16T14:58:08,"(127912385412240, 127912386642640)","(0.3705357142857143,)",0,"(127912421852624, 127912421855216)",gui
bag ( GB ( n_estimators = 5 ) ; final_estimator = LR ),2026-02-16T14:58:08,"(127912385412240, 127912386642640)","(0.3616071428571429,)",0,"(127912421852624, 127912421855216)",gui
"bag ( GB ( n_estimators = 50 , learning_rate = 0.1 ) ; voting = hard )",2026-02-16T14:58:08,"(127912385412240, 127912386642640)","(0.3571428571428571,)",2,"(127912421852624, 127912421855216)",gui
"bag ( DT ( max_depth = 3 , min_samples_split = 0.3 ) ; n_estimators = 3 )",2026-02-16T14:58:08,"(127912385412240, 127912386642640)","(0.3482142857142857,)",0,"(127912421852624, 127912421855216)",gui
"stack ( XGB ( n_estimators = 3 ) , DT ( max_depth = 50 , min_samples_split = 0.1 ) , RF ( max_depth = 5 ) ; voting = soft )",2026-02-16T14:58:09,"(127912385412240, 127912386642640)","(0.375,)",0,"(127912421852624, 127912421855216)",gui
"stack ( GB ( learning_rate = 100 ) , SVM ( kernel = rbf ) , GB ( n_estimators = 50 ) , NB ( var_smoothing = 1e-6 ) , XGB ( n_estimators = 1 ) )",2026-02-16T14:58:10,"(127912385412240, 127912386642640)","(0.3705357142857143,)",0,"(127912421852624, 127912421855216)",gui
"vote ( SVM ( C = 100 ) , XGB ( n_estimators = 1 ) , GB ( learning_rate = 100 ) , GB ( learning_rate = 1.0 ) )",2026-02-16T14:58:11,"(127912385412240, 127912386642640)","(0.40625,)",0,"(127912421852624, 127912421855216)",gui
stack ( GB ( learning_rate = 1.0 ) ; voting = hard ),2026-02-16T14:58:11,"(127912385412240, 127912386642640)","(0.4107142857142857,)",0,"(127912421852624, 127912421855216)",gui
"bag ( GB ( n_estimators = 2 , learning_rate = 200 ) ; voting = soft )",2026-02-16T14:58:11,"(127912385412240, 127912386642640)","(0.6026785714285714,)",0,"(127912421852624, 127912421855216)",gui
"bag ( XGB ( n_estimators = 50 , max_depth = 10 ) ; final_estimator = XGB )",2026-02-16T14:58:12,"(127912385412240, 127912386642640)","(0.3794642857142857,)",0,"(127912421852624, 127912421855216)",gui
vote ( RF ( n_estimators = 200 ) ; n_estimators = 1 ),2026-02-16T14:58:13,"(127912385412240, 127912386642640)","(0.3928571428571429,)",0,"(127912421852624, 127912421855216)",gui
"ada ( GB ( n_estimators = 50 , learning_rate = 0.1 ) )",2026-02-16T14:58:16,"(127912385412240, 127912386642640)","(0.3660714285714286,)",0,"(127912421852624, 127912421855216)",gui
ada ( GB ( learning_rate = 0.1 ) ; n_estimators = 100 ),2026-02-16T14:58:29,"(127912385412240, 127912386642640)","(0.375,)",0,"(127912421852624, 127912421855216)",gui
"bag ( GB ( n_estimators = 5 , learning_rate = 1.0 ) ; final_estimator = GB )",2026-02-16T14:58:29,"(127912385412240, 127912386642640)","(0.3571428571428571,)",0,"(127912421852624, 127912421855216)",gui
"vote ( SVM ( kernel = rbf ) , GB ( n_estimators = 50 ) , NB ( var_smoothing = 1e-6 ) , XGB ( n_estimators = 1 ) , GB ( learning_rate = 0.5 ) , KNN ( n_neighbors = 3 ) )",2026-02-16T14:58:30,"(127912385412240, 127912386642640)","(0.3616071428571429,)",0,"(127912421852624, 127912421855216)",gui
"bag ( DT ( max_depth = 200 , min_samples_leaf = 50 ) ; final_estimator = NB )",2026-02-16T14:58:30,"(127912385412240, 127912386642640)","(0.3258928571428571,)",0,"(127912421852624, 127912421855216)",gui
"bag ( XGB ( n_estimators = 3 , max_depth = 200 ) ; final_estimator = XGB )",2026-02-16T14:58:30,"(127912385412240, 127912386642640)","(0.3392857142857143,)",0,"(127912421852624, 127912421855216)",gui
bag ( RF ( max_depth = 200 ) ; voting = hard ),2026-02-16T14:58:31,"(127912385412240, 127912386642640)","(0.3616071428571429,)",1,"(127912421852624, 127912421855216)",gui
bag ( GB ( learning_rate = 100 ) ; n_estimators = 50 ),2026-02-16T14:58:36,"(127912385412240, 127912386642640)","(0.5892857142857143,)",0,"(127912421852624, 127912421855216)",gui
bag ( LR ( C = 200 ) ; n_estimators = 100 ),2026-02-16T14:58:36,"(127912385412240, 127912386642640)","(0.3794642857142857,)",0,"(127912421852624, 127912421855216)",gui
bag ( RF ( n_estimators = 10 ) ; final_estimator = LR ),2026-02-16T14:58:36,"(127912385412240, 127912386642640)","(0.3839285714285714,)",0,"(127912421852624, 127912421855216)",gui
"bag ( XGB ( n_estimators = 100 , max_depth = 200 ) ; final_estimator = GB )",2026-02-16T14:58:37,"(127912385412240, 127912386642640)","(0.375,)",0,"(127912421852624, 127912421855216)",gui
vote ( XGB ( max_depth = 100 ) ; final_estimator = XGB ),2026-02-16T14:58:38,"(127912385412240, 127912386642640)","(0.3616071428571429,)",0,"(127912421852624, 127912421855216)",gui
bag ( NB ( var_smoothing = 1e-6 ) ; n_estimators = 200 ),2026-02-16T14:58:38,"(127912385412240, 127912386642640)","(0.3839285714285714,)",0,"(127912421852624, 127912421855216)",gui
"bag ( RF ( n_estimators = 200 , max_depth = 2 ) ; final_estimator = GB )",2026-02-16T14:58:39,"(127912385412240, 127912386642640)","(0.3616071428571429,)",0,"(127912421852624, 127912421855216)",gui
ada ( RF ( n_estimators = 1 ) ; voting = hard ),2026-02-16T14:58:39,"(127912385412240, 127912386642640)","(0.40625,)",0,"(127912421852624, 127912421855216)",gui
"bag ( DT ( max_depth = 3 , min_samples_split = 0.2 ) ; voting = hard )",2026-02-16T14:58:39,"(127912385412240, 127912386642640)","(0.3571428571428571,)",0,"(127912421852624, 127912421855216)",gui
"stack ( GB ( n_estimators = 200 , learning_rate = 200 ) , XGB ( n_estimators = 3 ) )",2026-02-16T14:58:40,"(127912385412240, 127912386642640)","(0.3839285714285714,)",0,"(127912421852624, 127912421855216)",gui
bag ( XGB ( n_estimators = 200 ) ; n_estimators = 200 ),2026-02-16T14:59:16,"(127912385412240, 127912386642640)","(0.3526785714285714,)",0,"(127912421852624, 127912421855216)",gui
vote ( RF ( n_estimators = 2 ) ; voting = hard ),2026-02-16T14:59:16,"(127912385412240, 127912386642640)","(0.4553571428571429,)",0,"(127912421852624, 127912421855216)",gui
bag ( XGB ( n_estimators = 2 ) ; final_estimator = LR ),2026-02-16T14:59:16,"(127912385412240, 127912386642640)","(0.3705357142857143,)",0,"(127912421852624, 127912421855216)",gui
"stack ( NB ( var_smoothing = 1e-9 ) , LR ( C = 0.5 , max_iter = 5 ) , XGB ( n_estimators = 50 ) )",2026-02-16T14:59:17,"(127912385412240, 127912386642640)","(0.3526785714285714,)",0,"(127912421852624, 127912421855216)",gui
stack ( SVM ( kernel = linear ) ),2026-02-16T14:59:17,"(127912385412240, 127912386642640)","(0.3928571428571429,)",2,"(127912421852624, 127912421855216)",gui
"stack ( RF ( n_estimators = 100 , max_depth = 100 ) ; voting = hard )",2026-02-16T14:59:17,"(127912385412240, 127912386642640)","(0.3973214285714286,)",0,"(127912421852624, 127912421855216)",gui
bag ( XGB ( max_depth = 2 ) ; n_estimators = 50 ),2026-02-16T14:59:19,"(127912385412240, 127912386642640)","(0.3616071428571429,)",0,"(127912421852624, 127912421855216)",gui
"bag ( GB ( n_estimators = 50 , learning_rate = 1.0 ) ; voting = soft )",2026-02-16T14:59:19,"(127912385412240, 127912386642640)","(0.3794642857142857,)",0,"(127912421852624, 127912421855216)",gui
bag ( GB ( learning_rate = 50 ) ; n_estimators = 100 ),2026-02-16T14:59:29,"(127912385412240, 127912386642640)","(0.6607142857142857,)",0,"(127912421852624, 127912421855216)",gui
"vote ( RF ( n_estimators = 1 ) , RF ( n_estimators = 200 ) , RF ( n_estimators = 5 , max_depth = 3 ) ; n_estimators = 100 )",2026-02-16T14:59:29,"(127912385412240, 127912386642640)","(0.4017857142857143,)",0,"(127912421852624, 127912421855216)",gui
"bag ( GB ( n_estimators = 200 , learning_rate = 1.0 ) ; voting = soft )",2026-02-16T14:59:31,"(127912385412240, 127912386642640)","(0.3794642857142857,)",0,"(127912421852624, 127912421855216)",gui
"bag ( GB ( n_estimators = 5 , learning_rate = 10 ) ; final_estimator = GB )",2026-02-16T14:59:31,"(127912385412240, 127912386642640)","(0.5178571428571428,)",0,"(127912421852624, 127912421855216)",gui
"bag ( SVM ( C = 0.1 , kernel = sigmoid ) ; final_estimator = RF )",2026-02-16T14:59:32,"(127912385412240, 127912386642640)","(0.3839285714285714,)",0,"(127912421852624, 127912421855216)",gui
bag ( GB ( learning_rate = 200 ) ; final_estimator = NB ),2026-02-16T14:59:33,"(127912385412240, 127912386642640)","(0.59375,)",0,"(127912421852624, 127912421855216)",gui
ada ( XGB ( n_estimators = 3 ) ; voting = soft ),2026-02-16T14:59:33,"(127912385412240, 127912386642640)","(0.40625,)",0,"(127912421852624, 127912421855216)",gui
bag ( XGB ( max_depth = 50 ) ; final_estimator = SVM ),2026-02-16T14:59:35,"(127912385412240, 127912386642640)","(0.4017857142857143,)",0,"(127912421852624, 127912421855216)",gui
"bag ( RF ( n_estimators = 200 , max_depth = 2 ) ; final_estimator = XGB )",2026-02-16T14:59:36,"(127912385412240, 127912386642640)","(0.3526785714285714,)",1,"(127912421852624, 127912421855216)",gui
ada ( GB ( n_estimators = 50 ) ; final_estimator = KNN ),2026-02-16T14:59:39,"(127912385412240, 127912386642640)","(0.3660714285714286,)",0,"(127912421852624, 127912421855216)",gui
bag ( LR ( penalty = l2 ) ; final_estimator = LR ),2026-02-16T14:59:39,"(127912385412240, 127912386642640)","(0.3616071428571429,)",1,"(127912421852624, 127912421855216)",gui
"bag ( GB ( n_estimators = 10 , learning_rate = 0.1 ) ; voting = soft )",2026-02-16T14:59:39,"(127912385412240, 127912386642640)","(0.3571428571428571,)",1,"(127912421852624, 127912421855216)",gui
"bag ( GB ( n_estimators = 200 , learning_rate = 10 ) ; voting = hard )",2026-02-16T14:59:41,"(127912385412240, 127912386642640)","(0.5133928571428572,)",0,"(127912421852624, 127912421855216)",gui
"stack ( GB ( learning_rate = 0.5 ) , GB ( learning_rate = 200 ) )",2026-02-16T14:59:43,"(127912385412240, 127912386642640)","(0.3348214285714286,)",0,"(127912421852624, 127912421855216)",gui
bag ( GB ( n_estimators = 2 ) ; final_estimator = SVM ),2026-02-16T14:59:43,"(127912385412240, 127912386642640)","(0.3660714285714286,)",0,"(127912421852624, 127912421855216)",gui
bag ( KNN ( n_neighbors = 5 ) ; final_estimator = LR ),2026-02-16T14:59:43,"(127912385412240, 127912386642640)","(0.4285714285714286,)",0,"(127912421852624, 127912421855216)",gui
"bag ( GB ( n_estimators = 200 , learning_rate = 0.1 ) ; voting = hard )",2026-02-16T14:59:45,"(127912385412240, 127912386642640)","(0.375,)",0,"(127912421852624, 127912421855216)",gui
"vote ( RF ( n_estimators = 100 , max_depth = 200 ) ; final_estimator = RF )",2026-02-16T14:59:45,"(127912385412240, 127912386642640)","(0.3883928571428571,)",0,"(127912421852624, 127912421855216)",gui
"stack ( GB ( n_estimators = 50 ) , XGB ( max_depth = 1 ) , SVM ( C = 100 ) , XGB ( n_estimators = 1 ) , GB ( learning_rate = 0.5 ) , KNN ( n_neighbors = 3 ) )",2026-02-16T14:59:47,"(127912385412240, 127912386642640)","(0.3705357142857143,)",0,"(127912421852624, 127912421855216)",gui
"vote ( XGB ( n_estimators = 5 ) , LR ( C = 0.5 ) , DT ( max_depth = 200 , criterion = entropy , min_samples_split = 200 ) ; voting = hard )",2026-02-16T14:59:47,"(127912385412240, 127912386642640)","(0.3482142857142857,)",0,"(127912421852624, 127912421855216)",gui
ada ( DT ( criterion = entropy ) ; voting = hard ),2026-02-16T14:59:47,"(127912385412240, 127912386642640)","(0.4241071428571429,)",0,"(127912421852624, 127912421855216)",gui
"stack ( GB ( n_estimators = 100 ) , RF ( max_depth = 1 ) , NB ( var_smoothing = 1e-8 ) , RF ( n_estimators = 1 , max_depth = 10 ) )",2026-02-16T14:59:48,"(127912385412240, 127912386642640)","(0.34375,)",0,"(127912421852624, 127912421855216)",gui
bag ( DT ( criterion = entropy ) ; final_estimator = LR ),2026-02-16T14:59:48,"(127912385412240, 127912386642640)","(0.40625,)",0,"(127912421852624, 127912421855216)",gui
vote ( RF ( max_depth = 100 ) ; final_estimator = LR ),2026-02-16T14:59:48,"(127912385412240, 127912386642640)","(0.3883928571428571,)",0,"(127912421852624, 127912421855216)",gui
bag ( XGB ( n_estimators = 5 ) ; final_estimator = KNN ),2026-02-16T14:59:48,"(127912385412240, 127912386642640)","(0.3482142857142857,)",0,"(127912421852624, 127912421855216)",gui
bag ( SVM ( kernel = rbf ) ; n_estimators = 50 ),2026-02-16T14:59:49,"(127912385412240, 127912386642640)","(0.3883928571428571,)",0,"(127912421852624, 127912421855216)",gui
vote ( GB ( n_estimators = 2 ) ; n_estimators = 100 ),2026-02-16T14:59:49,"(127912385412240, 127912386642640)","(0.3526785714285714,)",0,"(127912421852624, 127912421855216)",gui
"vote ( GB ( n_estimators = 200 ) , GB ( n_estimators = 100 ) , RF ( n_estimators = 5 ) , XGB ( max_depth = 200 ) )",2026-02-16T14:59:49,"(127912385412240, 127912386642640)","(0.3660714285714286,)",0,"(127912421852624, 127912421855216)",gui
"vote ( RF ( n_estimators = 50 ) , KNN ( n_neighbors = 200 ) )",2026-02-16T14:59:50,"(127912385412240, 127912386642640)","(0.3883928571428571,)",0,"(127912421852624, 127912421855216)",gui
bag ( GB ( learning_rate = 10 ) ; final_estimator = RF ),2026-02-16T14:59:50,"(127912385412240, 127912386642640)","(0.5357142857142857,)",0,"(127912421852624, 127912421855216)",gui
"vote ( XGB ( n_estimators = 5 ) , LR ( C = 10 ) , SVM ( kernel = rbf ) , GB ( learning_rate = 50 ) ; final_estimator = GB )",2026-02-16T14:59:51,"(127912385412240, 127912386642640)","(0.375,)",0,"(127912421852624, 127912421855216)",gui
bag ( RF ( max_depth = 200 ) ; final_estimator = XGB ),2026-02-16T14:59:52,"(127912385412240, 127912386642640)","(0.3794642857142857,)",0,"(127912421852624, 127912421855216)",gui
"vote ( XGB ( n_estimators = 3 ) , GB ( n_estimators = 2 ) , GB ( n_estimators = 50 ) , NB ( var_smoothing = 1e-6 ) , XGB ( n_estimators = 1 ) , GB ( learning_rate = 0.5 ) , KNN ( n_neighbors = 3 ) )",2026-02-16T14:59:52,"(127912385412240, 127912386642640)","(0.3571428571428571,)",0,"(127912421852624, 127912421855216)",gui
"vote ( RF ( max_depth = 100 ) , LR ( C = 0.1 ) ; final_estimator = GB )",2026-02-16T14:59:52,"(127912385412240, 127912386642640)","(0.3839285714285714,)",0,"(127912421852624, 127912421855216)",gui
bag ( RF ( n_estimators = 5 ) ; final_estimator = SVM ),2026-02-16T14:59:52,"(127912385412240, 127912386642640)","(0.3705357142857143,)",0,"(127912421852624, 127912421855216)",gui
"stack ( GB ( n_estimators = 100 ) , RF ( max_depth = 1 ) , RF ( n_estimators = 100 ) )",2026-02-16T14:59:54,"(127912385412240, 127912386642640)","(0.3660714285714286,)",0,"(127912421852624, 127912421855216)",gui
"vote ( XGB ( n_estimators = 10 ) , DT ( max_depth = 50 , criterion = log_loss ) )",2026-02-16T14:59:54,"(127912385412240, 127912386642640)","(0.3392857142857143,)",0,"(127912421852624, 127912421855216)",gui
"stack ( GB ( learning_rate = 0.5 ) , NB ( var_smoothing = 1e-7 ) , DT ( criterion = entropy ) , RF ( n_estimators = 3 ) , RF ( n_estimators = 200 ) , DT ( max_depth = 50 , criterion = log_loss ) )",2026-02-16T14:59:56,"(127912385412240, 127912386642640)","(0.3660714285714286,)",0,"(127912421852624, 127912421855216)",gui
"vote ( XGB ( n_estimators = 5 ) , SVM ( kernel = rbf ) , GB ( n_estimators = 10 ) , NB ( var_smoothing = 1e-6 ) , XGB ( n_estimators = 1 ) , GB ( learning_rate = 0.5 ) , NB ( var_smoothing = 1e-7 ) ; n_estimators = 10 )",2026-02-16T14:59:56,"(127912385412240, 127912386642640)","(0.3660714285714286,)",0,"(127912421852624, 127912421855216)",gui
bag ( RF ( max_depth = 3 ) ; voting = soft ),2026-02-16T14:59:57,"(127912385412240, 127912386642640)","(0.3526785714285714,)",0,"(127912421852624, 127912421855216)",gui
"bag ( RF ( n_estimators = 200 , max_depth = 200 ) ; voting = hard )",2026-02-16T14:59:59,"(127912385412240, 127912386642640)","(0.3482142857142857,)",0,"(127912421852624, 127912421855216)",gui
bag ( RF ( n_estimators = 2 ) ; final_estimator = GB ),2026-02-16T14:59:59,"(127912385412240, 127912386642640)","(0.3973214285714286,)",0,"(127912421852624, 127912421855216)",gui
"bag ( GB ( n_estimators = 100 , learning_rate = 0.5 ) ; final_estimator = NB )",2026-02-16T15:00:00,"(127912385412240, 127912386642640)","(0.3705357142857143,)",0,"(127912421852624, 127912421855216)",gui
vote ( GB ( learning_rate = 200 ) ; final_estimator = RF ),2026-02-16T15:00:00,"(127912385412240, 127912386642640)","(0.59375,)",0,"(127912421852624, 127912421855216)",gui
bag ( LR ( C = 0.1 ) ; final_estimator = GB ),2026-02-16T15:00:00,"(127912385412240, 127912386642640)","(0.3660714285714286,)",0,"(127912421852624, 127912421855216)",gui
"stack ( DT ( max_depth = 1 , criterion = gini , min_samples_split = 0.1 ) ; voting = soft )",2026-02-16T15:00:00,"(127912385412240, 127912386642640)","(0.3482142857142857,)",0,"(127912421852624, 127912421855216)",gui
"bag ( GB ( n_estimators = 50 , learning_rate = 50 ) ; final_estimator = XGB )",2026-02-16T15:00:00,"(127912385412240, 127912386642640)","(0.6517857142857143,)",0,"(127912421852624, 127912421855216)",gui
bag ( GB ( learning_rate = 100 ) ; n_estimators = 3 ),2026-02-16T15:00:01,"(127912385412240, 127912386642640)","(0.5758928571428572,)",0,"(127912421852624, 127912421855216)",gui
bag ( LR ( penalty = l2 ) ; final_estimator = KNN ),2026-02-16T15:00:01,"(127912385412240, 127912386642640)","(0.3794642857142857,)",0,"(127912421852624, 127912421855216)",gui
stack ( RF ( n_estimators = 50 ) ; final_estimator = KNN ),2026-02-16T15:00:01,"(127912385412240, 127912386642640)","(0.3928571428571429,)",0,"(127912421852624, 127912421855216)",gui
"stack ( GB ( n_estimators = 100 , learning_rate = 50 ) ; voting = soft )",2026-02-16T15:00:02,"(127912385412240, 127912386642640)","(0.3482142857142857,)",0,"(127912421852624, 127912421855216)",gui
bag ( DT ( criterion = entropy ) ; n_estimators = 100 ),2026-02-16T15:00:02,"(127912385412240, 127912386642640)","(0.3839285714285714,)",0,"(127912421852624, 127912421855216)",gui
ada ( GB ( n_estimators = 100 ) ; final_estimator = SVM ),2026-02-16T15:00:09,"(127912385412240, 127912386642640)","(0.3928571428571429,)",0,"(127912421852624, 127912421855216)",gui
"bag ( SVM ( C = 0.1 , kernel = linear ) )",2026-02-16T15:00:09,"(127912385412240, 127912386642640)","(0.4017857142857143,)",1,"(127912421852624, 127912421855216)",gui
bag ( LR ( penalty = l2 ) ; n_estimators = 100 ),2026-02-16T15:00:09,"(127912385412240, 127912386642640)","(0.3705357142857143,)",0,"(127912421852624, 127912421855216)",gui
"stack ( GB ( learning_rate = 0.5 ) , XGB ( max_depth = 10 ) )",2026-02-16T15:00:10,"(127912385412240, 127912386642640)","(0.3482142857142857,)",0,"(127912421852624, 127912421855216)",gui
bag ( RF ( max_depth = 5 ) ; final_estimator = NB ),2026-02-16T15:00:11,"(127912385412240, 127912386642640)","(0.3660714285714286,)",0,"(127912421852624, 127912421855216)",gui
bag ( LR ( penalty = l2 ) ; final_estimator = RF ),2026-02-16T15:00:11,"(127912385412240, 127912386642640)","(0.3794642857142857,)",0,"(127912421852624, 127912421855216)",gui
"bag ( RF ( n_estimators = 200 , max_depth = 50 ) ; final_estimator = GB )",2026-02-16T15:00:13,"(127912385412240, 127912386642640)","(0.375,)",0,"(127912421852624, 127912421855216)",gui
stack ( GB ( n_estimators = 2 ) ; voting = hard ),2026-02-16T15:00:13,"(127912385412240, 127912386642640)","(0.3526785714285714,)",0,"(127912421852624, 127912421855216)",gui
"stack ( GB ( n_estimators = 100 ) , RF ( max_depth = 1 ) , NB ( var_smoothing = 1e-7 ) )",2026-02-16T15:00:14,"(127912385412240, 127912386642640)","(0.34375,)",0,"(127912421852624, 127912421855216)",gui
stack ( LR ( penalty = elasticnet ) ; voting = hard ),2026-02-16T15:00:14,"(127912384304240, 127912421852912)","(0.4241071428571429,)",0,"(127912384300688, 127912384303760)",gui
bag ( KNN ( n_neighbors = 2 ) ; n_estimators = 200 ),2026-02-16T15:00:14,"(127912384304240, 127912421852912)","(0.4642857142857143,)",0,"(127912384300688, 127912384303760)",gui
bag ( NB ( var_smoothing = 1e-7 ) ; n_estimators = 1 ),2026-02-16T15:00:14,"(127912384304240, 127912421852912)","(0.3705357142857143,)",0,"(127912384300688, 127912384303760)",gui
"ada ( DT ( max_depth = 1 , criterion = gini , min_samples_split = 0.3 ) )",2026-02-16T15:00:14,"(127912384304240, 127912421852912)","(0.4107142857142857,)",1,"(127912384300688, 127912384303760)",gui
"stack ( SVM ( C = 50 , kernel = sigmoid ) )",2026-02-16T15:00:15,"(127912384304240, 127912421852912)","(0.5625,)",0,"(127912384300688, 127912384303760)",gui
stack ( GB ( n_estimators = 5 ) ; final_estimator = NB ),2026-02-16T15:00:15,"(127912384304240, 127912421852912)","(0.3839285714285714,)",0,"(127912384300688, 127912384303760)",gui
vote ( LR ( C = 200 ) ; voting = soft ),2026-02-16T15:00:15,"(127912384304240, 127912421852912)","(0.4196428571428571,)",0,"(127912384300688, 127912384303760)",gui
stack ( XGB ( n_estimators = 200 ) ),2026-02-16T15:00:15,"(127912384304240, 127912421852912)","(0.4330357142857143,)",0,"(127912384300688, 127912384303760)",gui
"bag ( LR ( C = 200 , max_iter = 50 ) ; final_estimator = NB )",2026-02-16T15:00:15,"(127912384304240, 127912421852912)","(0.4196428571428571,)",0,"(127912384300688, 127912384303760)",gui
ada ( RF ( max_depth = 200 ) ; n_estimators = 100 ),2026-02-16T15:00:15,"(127912384304240, 127912421852912)","(0.4107142857142857,)",0,"(127912384300688, 127912384303760)",gui
"vote ( XGB ( n_estimators = 100 ) , KNN ( n_neighbors = 10 ) )",2026-02-16T15:00:16,"(127912384304240, 127912421852912)","(0.4196428571428571,)",0,"(127912384300688, 127912384303760)",gui
"ada ( XGB ( n_estimators = 3 , max_depth = 10 ) ; voting = hard )",2026-02-16T15:00:16,"(127912384304240, 127912421852912)","(0.40625,)",0,"(127912384300688, 127912384303760)",gui
stack ( RF ( n_estimators = 3 ) ; voting = soft ),2026-02-16T15:00:16,"(127912384304240, 127912421852912)","(0.5223214285714286,)",0,"(127912384300688, 127912384303760)",gui
"bag ( LR ( C = 1.0 , max_iter = 50 ) ; voting = soft )",2026-02-16T15:00:16,"(127912384304240, 127912421852912)","(0.4151785714285714,)",1,"(127912384300688, 127912384303760)",gui
"stack ( SVM ( C = 0.5 ) , KNN ( n_neighbors = 3 ) )",2026-02-16T15:00:16,"(127912384304240, 127912421852912)","(0.4241071428571429,)",0,"(127912384300688, 127912384303760)",gui
"bag ( LR ( C = 100 , max_iter = 100 ) )",2026-02-16T15:00:16,"(127912384304240, 127912421852912)","(0.4285714285714286,)",0,"(127912384300688, 127912384303760)",gui
bag ( GB ( n_estimators = 1 ) ; final_estimator = DT ),2026-02-16T15:00:16,"(127912384304240, 127912421852912)","(0.3928571428571429,)",3,"(127912384300688, 127912384303760)",gui
"vote ( GB ( n_estimators = 10 , learning_rate = 10 ) )",2026-02-16T15:00:16,"(127912384304240, 127912421852912)","(0.5625,)",0,"(127912384300688, 127912384303760)",gui
ada ( RF ( max_depth = 2 ) ),2026-02-16T15:00:19,"(127912384304240, 127912421852912)","(0.3973214285714286,)",1,"(127912384300688, 127912384303760)",gui
"bag ( DT ( max_depth = 10 , criterion = entropy ) ; final_estimator = SVM )",2026-02-16T15:00:19,"(127912384304240, 127912421852912)","(0.4107142857142857,)",0,"(127912384300688, 127912384303760)",gui
ada ( NB ( var_smoothing = 1e-7 ) ),2026-02-16T15:00:19,"(127912384304240, 127912421852912)","(0.5669642857142857,)",1,"(127912384300688, 127912384303760)",gui
"ada ( LR ( C = 0.5 , max_iter = 2 ) ; voting = hard )",2026-02-16T15:00:19,"(127912384304240, 127912421852912)","(0.4151785714285714,)",0,"(127912384300688, 127912384303760)",gui
